name,TUITIONFEE_IN,TUITIONFEE_OUT,ADM_RATE_ALL,SAT_AVG_ALL
Midwest Technical Institute-Springfield,NULL,NULL,NULL,NULL
Finger Lakes School of Massage,NULL,NULL,NULL,NULL
Augusta University,8604,23606,0.745867769,1006
Middle Georgia State University,3924,11092,0.939681884,954
Trenz Beauty Academy,NULL,NULL,NULL,NULL
Paul Mitchell the School-Denver,NULL,NULL,NULL,NULL
Academy of Interactive Entertainment,18000,18000,0.647058824,NULL
Arrojo Cosmetology School,NULL,NULL,NULL,NULL
Cosmetology Academy of Texarkana,NULL,NULL,NULL,NULL
Veritas Baptist College,5680,5680,1,NULL
Lynnes Welding Training,NULL,NULL,NULL,NULL
Aviation Institute of Maintenance-Las Vegas,16757,16757,NULL,NULL
UEI College-Bakersfield,NULL,NULL,NULL,NULL
National American University-Lewisville,15000,15000,NULL,NULL
National American University-Georgetown,15000,15000,NULL,NULL
National American University-Richardson,15000,15000,NULL,NULL
National American University-Rochester,15000,15000,NULL,NULL
National American University-Wichita West,15000,15000,NULL,NULL
National American University-Indianapolis,15000,15000,NULL,NULL
DeVry College of New York,18020,18020,0.940143136,NULL
DeVry University-Arizona,17188,17188,0.940143136,NULL
DeVry University-California,17700,17700,0.940143136,NULL
DeVry University-Colorado,17380,17380,0.940143136,NULL
DeVry University-Florida,17732,17732,0.940143136,NULL
DeVry University-Georgia,17636,17636,0.940143136,NULL
DeVry University-Illinois,17316,17316,0.940143136,NULL
DeVry University-Indiana,18148,18148,0.940143136,NULL
DeVry University-Missouri,17252,17252,0.940143136,NULL
DeVry University-Nevada,17572,17572,0.940143136,NULL
DeVry University-New Jersey,17348,17348,0.940143136,NULL
DeVry University-North Carolina,18052,18052,0.940143136,NULL
DeVry University-Ohio,17476,17476,0.940143136,NULL
DeVry University-Oklahoma,17732,17732,0.940143136,NULL
DeVry University-Pennsylvania,17572,17572,0.940143136,NULL
DeVry University-Tennessee,17828,17828,0.940143136,NULL
DeVry University-Texas,17540,17540,0.940143136,NULL
DeVry University-Virginia,17572,17572,0.940143136,NULL
University of North Georgia,4421,12834,0.780674998,1058
South Georgia State College,3254,9451,NULL,NULL
Northeastern University Lifelong Learning Network,NULL,NULL,0.274419377,1482
McCann School of Business & Technology,11640,11640,NULL,NULL
Florida Polytechnic University,4940,4940,0.55308642,1272
American Institute-Toms River,NULL,NULL,NULL,NULL
The Healthcare Institute,NULL,NULL,NULL,NULL
Alamo City Barber College,NULL,NULL,NULL,NULL
Arizona College-Mesa,19345,19345,0.5,NULL
American College of Healthcare and Technology,NULL,NULL,NULL,NULL
Antioch College,35568,35568,0.967105263,NULL
Texas A & M University-Central Texas,NULL,NULL,NULL,NULL
Central Georgia Technical College,2774,5365,NULL,NULL
Barber School of Pittsburgh,NULL,NULL,NULL,NULL
Innovate Salon Academy,NULL,NULL,NULL,NULL
Arizona State University-Skysong,9222,15691,0.778069173,1219
Louisiana Delta Community College,4158,4396,NULL,NULL
The Fab School,NULL,NULL,NULL,NULL
Networks Barber College,NULL,NULL,NULL,NULL
JB's Hair Design and Barber College,NULL,NULL,NULL,NULL
Virginia College-Lubbock,NULL,NULL,NULL,NULL
Paul Mitchell the School-Lombard,NULL,NULL,NULL,NULL
Paul Mitchell the School-Greenville,NULL,NULL,NULL,NULL
Divine Crown Barber & Beauty Academy,NULL,NULL,NULL,NULL
Delta College of Arts & Technology-Lafayette Campus,NULL,NULL,NULL,NULL
Delta College-Slidell Campus,NULL,NULL,NULL,NULL
Integrity College of Health,NULL,NULL,NULL,NULL
Electrical Training Center,NULL,NULL,NULL,NULL
Alexander Paul Institute of Hair Design,NULL,NULL,NULL,NULL
California Technical Academy,NULL,NULL,NULL,NULL
More Tech Institute,NULL,NULL,NULL,NULL
Dorsey Business Schools-Dearborn,20472,20472,NULL,NULL
NeeCee's College of Cosmetology,NULL,NULL,NULL,NULL
Bella Cosmetology College,NULL,NULL,NULL,NULL
Franklin Hair Academy School of Cosmetology,NULL,NULL,NULL,NULL
Universidad Ana G. Mendez-Online Campus,NULL,NULL,NULL,NULL
Sutter Beauty College,NULL,NULL,NULL,NULL
New Horizons Medical Institute,NULL,NULL,NULL,NULL
Ohio Institute of Allied Health,21400,21400,NULL,NULL
Paul Mitchell the School-Ardmore,NULL,NULL,NULL,NULL
Access Careers,NULL,NULL,NULL,NULL
River Valley Cosmetology Institute,NULL,NULL,NULL,NULL
Luckes Beauty Academy LLC,NULL,NULL,NULL,NULL
Total Transformation Institute of Cosmetology,NULL,NULL,NULL,NULL
Vibe Barber College,NULL,NULL,NULL,NULL
Champ's Barber School,NULL,NULL,NULL,NULL
IGlobal University,13820,13820,NULL,NULL
East-West Healing Arts Institute,NULL,NULL,NULL,NULL
National Personal Training Institute,NULL,NULL,NULL,NULL
Standard Healthcare Services-College of Nursing,NULL,NULL,0.465346535,NULL
Philadelphia Technician Training,NULL,NULL,NULL,NULL
Grace International Beauty School,NULL,NULL,NULL,NULL
Alliance Computing Solutions,NULL,NULL,NULL,NULL
InterAmerican Technical Institute,6066,6066,NULL,NULL
Bay Area Medical Academy,NULL,NULL,NULL,NULL
Mind Body Institute,NULL,NULL,NULL,NULL
Parisian Spa Institute,NULL,NULL,NULL,NULL
Creative Touch Cosmetology School,NULL,NULL,NULL,NULL
LaBarberia Institute of Hair,NULL,NULL,NULL,NULL
Setting the Standard Barbering and Natural Hair Academy,NULL,NULL,NULL,NULL
Bos-Man's Barber College,NULL,NULL,NULL,NULL
Lawrence & Company College of Cosmetology,NULL,NULL,NULL,NULL
Alabama College of Osteopathic Medicine,NULL,NULL,NULL,NULL
High Desert Medical College,NULL,NULL,NULL,NULL
Paul Mitchell the School-Schenectady,NULL,NULL,NULL,NULL
Beyond Measure Barbering Institute,NULL,NULL,NULL,NULL
Beauty Anatomy Institute of Cosmetology and Wellness,NULL,NULL,NULL,NULL
Barber Institute of Texas,NULL,NULL,NULL,NULL
Jupiter Beauty Academy,NULL,NULL,NULL,NULL
MedQuest College,NULL,NULL,NULL,NULL
First Coast Barber Academy,NULL,NULL,NULL,NULL
Debutantes School of Cosmetology and Nail Technology,NULL,NULL,NULL,NULL
Paul Mitchell The School-Farmington Hills,NULL,NULL,NULL,NULL
Paul Mitchell the School-Merrillville,NULL,NULL,NULL,NULL
Paul Mitchell the School-Lansing,NULL,NULL,NULL,NULL
Ricci's Academy of Cosmetology,NULL,NULL,NULL,NULL
Yahweh Beauty Academy,NULL,NULL,NULL,NULL
Preparing People Barber Styling College,NULL,NULL,NULL,NULL
Arizona School of Integrative Studies,NULL,NULL,NULL,NULL
Lee Professional Institute,NULL,NULL,NULL,NULL
Park Place Premier Barber School,NULL,NULL,NULL,NULL
The Salon Professional Academy-San Jose,NULL,NULL,NULL,NULL
Tri-Community Adult Education,NULL,NULL,NULL,NULL
Montessori Education Institute of the Pacific Northwest,NULL,NULL,NULL,NULL
Jolie Health and Beauty Academy-Turnersville,NULL,NULL,NULL,NULL
Ross Medical Education Center-Owensboro,NULL,NULL,NULL,NULL
Ross Medical Education Center-Evansville,NULL,NULL,NULL,NULL
Ross Medical Education Center-Johnson City,NULL,NULL,NULL,NULL
North-West College-Santa Ana,NULL,NULL,NULL,NULL
North-West College-Long Beach,NULL,NULL,NULL,NULL
Branford Hall Career Institute-Amityville,NULL,NULL,NULL,NULL
Taylor Andrews Academy of Hair Design-Orem,NULL,NULL,NULL,NULL
University of Florida-Online,3876,16580,0.426597582,1346
Ogle School Hair Skin Nails-Stafford,NULL,NULL,NULL,NULL
University of Phoenix-Arizona,9608,9608,NULL,NULL
University of Phoenix-Arkansas,NULL,NULL,NULL,NULL
University of Phoenix-California,9858,9858,NULL,NULL
University of Phoenix-Colorado,9960,9960,NULL,NULL
University of Phoenix-Florida,9920,9920,NULL,NULL
University of Phoenix-Georgia,9926,9926,NULL,NULL
University of Phoenix-Louisiana,NULL,NULL,NULL,NULL
University of Phoenix-Michigan,9920,9920,NULL,NULL
University of Phoenix-Missouri,NULL,NULL,NULL,NULL
University of Phoenix-Nevada,9857,9857,NULL,NULL
University of Phoenix-North Carolina,9960,9960,NULL,NULL
University of Phoenix-Oklahoma,NULL,NULL,NULL,NULL
University of Phoenix-Tennessee,NULL,NULL,NULL,NULL
University of Phoenix-Texas,9940,9940,NULL,NULL
University of Phoenix-Virginia,9840,9840,NULL,NULL
University of Phoenix-Pennsylvania,9960,9960,NULL,NULL
Tint School of Makeup & Cosmetology-Seattle,NULL,NULL,NULL,NULL
CEM College-Mayaguez,7425,7425,NULL,NULL
Rabbinical College Ohr Yisroel,9000,9000,NULL,NULL
Aveda Institute-Phoenix,NULL,NULL,NULL,NULL
University of North Texas at Dallas,7848,20088,0.73971679,978
Dermal Science International Aesthetics and Nail Academy,NULL,NULL,NULL,NULL
BridgeValley Community & Technical College,4776,10752,NULL,NULL
Northwest College-Medford,NULL,NULL,NULL,NULL
Virginia College-Fort Pierce,NULL,NULL,NULL,NULL
Houston Training Schools-Gessner,NULL,NULL,NULL,NULL
Empire Beauty School-Buffalo,NULL,NULL,NULL,NULL
Paul Mitchell the School-Toledo,NULL,NULL,NULL,NULL
Georgia Military College,6124,6124,NULL,NULL
New Horizons Medical Institute-Winder,NULL,NULL,NULL,NULL
SAE Institute of Technology-Chicago,NULL,NULL,NULL,NULL
Beau Monde College of Hair Design-Beau Monde Academy of Cosmetology,NULL,NULL,NULL,NULL
Fountain of Youth Academy of Cosmetology,NULL,NULL,NULL,NULL
California College San Diego,16968,16968,NULL,NULL
West Coast University-Miami,21331,21331,0.944444444,NULL
National American University-Houston,15000,15000,NULL,NULL
National American University-Harold D. Buckingham Graduate School,NULL,NULL,NULL,NULL
All Beauty College,NULL,NULL,NULL,NULL
Aparicio-Levy Technical College,NULL,NULL,NULL,NULL
Fred D. Learey Technical College,NULL,NULL,NULL,NULL
The Vocational Nursing Institute Inc,NULL,NULL,NULL,NULL
Hollywood Institute of Beauty Careers-West Palm Beach,NULL,NULL,NULL,NULL
Hollywood Institute of Beauty Careers-Casselberry,NULL,NULL,NULL,NULL
Empire Beauty School-Cheltenham,NULL,NULL,NULL,NULL
High Tech High Graduate School of Education,NULL,NULL,NULL,NULL
Coachella Valley Beauty College-Hemet,NULL,NULL,NULL,NULL
Dewey University-Mayaguez,5835,5835,NULL,NULL
Coastal Pines Technical College,2714,4850,NULL,NULL
Studio Beauty School,NULL,NULL,NULL,NULL
Latin Beauty Academy,NULL,NULL,NULL,NULL
Associated Barber College of San Diego,NULL,NULL,NULL,NULL
ABCO Technology,NULL,NULL,NULL,NULL
International Sports Sciences Association,NULL,NULL,NULL,NULL
International Hair and Barber Academy,NULL,NULL,NULL,NULL
University of Texas Health Science Center at Tyler,NULL,NULL,NULL,NULL
California Intercontinental University,9180,9180,NULL,NULL
Infinity College,NULL,NULL,NULL,NULL
Universal Healthcare Careers College,NULL,NULL,0.824267782,NULL
MKG Beauty & Business,NULL,NULL,NULL,NULL
New Beginnings Beauty Academy,NULL,NULL,NULL,NULL
Dolce LLC The Academy,NULL,NULL,NULL,NULL
River Valley School of Massage,NULL,NULL,NULL,NULL
The Beauty School,NULL,NULL,NULL,NULL
Atlantis University,5400,5400,NULL,NULL
Westchester School for Dental Assistant,NULL,NULL,NULL,NULL
K & G 5 Star Barber College,NULL,NULL,NULL,NULL
Studio Incamminati,12625,12625,1,NULL
Salon Boutique Academy,NULL,NULL,NULL,NULL
The Recording Conservatory of Austin,NULL,NULL,NULL,NULL
VH Barber & Styling Academy,NULL,NULL,NULL,NULL
Bet Medrash Gadol Ateret Torah,9700,9700,0.857142857,NULL
Yeshiva Gedola Ohr Yisrael,7300,7300,0.846153846,NULL
Yeshiva Sholom Shachna,10700,10700,0.975,NULL
Elmezzi Graduate School of Molecular Medicine,NULL,NULL,NULL,NULL
GDS Institute,NULL,NULL,NULL,NULL
Professional Academy of Cosmetology,NULL,NULL,NULL,NULL
Saint Gregory The Great Seminary,NULL,NULL,NULL,NULL
Theatre of Arts,19800,19800,0.268456376,NULL
Westchester College of Nursing & Allied Health,NULL,NULL,NULL,NULL
Treasure Coast Technical College,NULL,NULL,NULL,NULL
American College of Barbering,NULL,NULL,NULL,NULL
Beth Medrash Meor Yitzchok,9100,9100,0.666666667,NULL
Mingo Extended Learning Center,NULL,NULL,NULL,NULL
San Ignacio University,10400,10400,NULL,NULL
ZMS The Academy,NULL,NULL,NULL,NULL
Valor Christian College,5160,5160,NULL,NULL
Bethany Global University,13850,13850,0.961038961,NULL
Bella Academy of Cosmetology,NULL,NULL,NULL,NULL
Princess Beauty School,NULL,NULL,NULL,NULL
HVAC Technical Institute,NULL,NULL,NULL,NULL
Unilatina International College,8907,8907,NULL,NULL
San Francisco Film School,NULL,NULL,NULL,NULL
Center for Ultrasound Research & Education,NULL,NULL,NULL,NULL
Culinary Tech Center,NULL,NULL,NULL,NULL
Randolph Technical Center,NULL,NULL,NULL,NULL
AMG School of Licensed Practical Nursing,NULL,NULL,NULL,NULL
Saint Michael College of Allied Health,16300,16300,NULL,NULL
Presidio Graduate School,NULL,NULL,NULL,NULL
Sandra Academy of Salon Services Inc,NULL,NULL,NULL,NULL
Wright Graduate University for the Realization of Human Potential,NULL,NULL,NULL,NULL
California Jazz Conservatory,18300,18300,1,NULL
California Barber and Beauty College,NULL,NULL,NULL,NULL
Laredo CHI Academy Beauty School,NULL,NULL,NULL,NULL
Florida International Training Institute,NULL,NULL,0.918238994,NULL
The Training Domain,NULL,NULL,NULL,NULL
Gould's Academy,NULL,NULL,NULL,NULL
Aviation Institute of Maintenance,16757,16757,NULL,NULL
Paul Mitchell the School-Tulsa,NULL,NULL,NULL,NULL
PPG Technical College,7600,7600,NULL,NULL
Wave Leadership College,7320,7320,NULL,NULL
Academy of Professional Cosmetology,NULL,NULL,NULL,NULL
Empire Beauty School-Northlake,NULL,NULL,NULL,NULL
Ross Medical Education Center-Huntsville,NULL,NULL,NULL,NULL
Ross Medical Education Center-Knoxville,NULL,NULL,NULL,NULL
Jolie Health & Beauty Academy-Cherry Hill,NULL,NULL,NULL,NULL
Ross Medical Education Center-Muncie,NULL,NULL,NULL,NULL
Cortiva Institute-Arlington,NULL,NULL,NULL,NULL
Tulsa Welding School-Houston,NULL,NULL,NULL,NULL
Pima Medical Institute-El Paso,NULL,NULL,NULL,NULL
Pima Medical Institute-Phoenix,NULL,NULL,NULL,NULL
Kennesaw State University,6347,17329,0.6063009,1163
Wisconsin Academy a Paul Mitchell Partner Group-PMTS Lincoln,NULL,NULL,NULL,NULL
All Beauty College,NULL,NULL,NULL,NULL
Eastern Suffolk BOCES,NULL,NULL,0.840425532,NULL
Eastern Suffolk BOCES,NULL,NULL,0.840425532,NULL
Milligan College,32500,32500,0.577562327,1184
Chamberlain University-Nevada,19375,19375,0.556291391,NULL
Chamberlain University-Michigan,19375,19375,0.556291391,NULL
Chamberlain University-New Jersey,19375,19375,0.556291391,NULL
Hussian College-Relativity Campus California,40100,40100,0.7625,NULL
Paul Mitchell the School-Madison,NULL,NULL,NULL,NULL
The University of Tennessee Health Science Center,NULL,NULL,NULL,NULL
Unitech Training Academy-Metairie,NULL,NULL,NULL,NULL
Wade Gordon Hairdressing Academy-Lubbock,NULL,NULL,NULL,NULL
Protege Academy,NULL,NULL,NULL,NULL
Emory University-Oxford College,48502,48502,0.246197643,1437
American Academy of Personal Training-Boston Campus,NULL,NULL,NULL,NULL
The Chicago School of Professional Psychology at Xavier University of Louisiana,NULL,NULL,0.362385321,NULL
Southern Regional Technical College,2704,4840,NULL,NULL
Texas College of Cosmetology-Lubbock,NULL,NULL,NULL,NULL
University of Arizona-South,NULL,NULL,0.835783147,NULL
Fortis College-Cuyahoga Falls,13895,13895,NULL,NULL
Sunstate Academy-Jones Technical Institute,13065,13065,NULL,NULL
Texas State Technical College,5123,10080,NULL,NULL
Aveda Institute Portland-Vancouver Campus,NULL,NULL,NULL,NULL
Arizona College-Las Vegas,19345,19345,0.5,NULL
Florida Career College,16684,16684,NULL,NULL
Florida Career College-West Palm Beach,NULL,NULL,NULL,NULL
Florida Career College-Hialeah,NULL,NULL,NULL,NULL
Florida Career College-Lauderdale Lakes,16684,16684,NULL,NULL
Florida Career College-Tampa,NULL,NULL,NULL,NULL
Florida Career College-Jacksonville,16684,16684,NULL,NULL
Florida Career College-Boynton Beach,16684,16684,NULL,NULL
Florida Career College-Margate,NULL,NULL,NULL,NULL
Florida Career College-Orlando,NULL,NULL,NULL,NULL
Florida Career College-UEI College-Phoenix,NULL,NULL,NULL,NULL
Florida Career College-Houston Campus,NULL,NULL,NULL,NULL
Aveda Institute-Madison,NULL,NULL,NULL,NULL
Husson University,17561,17561,0.862681745,1048
Tricoci University of Beauty Culture-Elgin,NULL,NULL,NULL,NULL
Concorde Career College-Southaven,NULL,NULL,0.890501319,NULL
Universal Technical Institute-Southern California,NULL,NULL,NULL,NULL
Northwest University-College of Adult and Professional Studies,16380,16380,0.974413646,1122
Celebrity Barber School,NULL,NULL,NULL,NULL
California Institute of Advanced Management,NULL,NULL,NULL,NULL
Academy of Interactive Entertainment,18000,18000,0.568181818,NULL
The Temple Annapolis-A Paul Mitchell Partner School,NULL,NULL,NULL,NULL
Yeshiva Zichron Aryeh,8750,8750,0.6,NULL
Butte County Regional Occupational Program,NULL,NULL,NULL,NULL
BCI,NULL,NULL,NULL,NULL
Arclabs,NULL,NULL,NULL,NULL
Top of the Line Barber College,NULL,NULL,NULL,NULL
Midfield Institute of Cosmetology,NULL,NULL,NULL,NULL
Med-Life Institute-Naples,NULL,NULL,0.893617021,NULL
Med-Life Institute-Lauderdale Lakes,15679,15679,NULL,NULL
American Institute of Alternative Medicine,NULL,NULL,NULL,NULL
Felbry College School of Nursing,NULL,NULL,NULL,NULL
Beyond The Basics School of Cosmetology,NULL,NULL,NULL,NULL
Regional Center for Border Health,NULL,NULL,NULL,NULL
B-Unique Beauty and Barber Academy,NULL,NULL,NULL,NULL
Kentucky Horseshoeing School,NULL,NULL,NULL,NULL
Tri-State Barber College,NULL,NULL,NULL,NULL
Image Maker Beauty Institute,NULL,NULL,NULL,NULL
Dalton Institute of Esthetics and Cosmetology,NULL,NULL,NULL,NULL
CAAN Academy of Nursing,NULL,NULL,NULL,NULL
Martinsburg College,NULL,NULL,0.764534884,NULL
Alhambra Medical University,NULL,NULL,NULL,NULL
Central Yeshiva Beth Joseph,11000,11000,NULL,NULL
Garden State Science and Technology Institute,NULL,NULL,NULL,NULL
Barber Tech Academy,NULL,NULL,NULL,NULL
Abraham Lincoln University,NULL,NULL,NULL,NULL
Construction Training Center,NULL,NULL,NULL,NULL
Med Academy,NULL,NULL,NULL,NULL
Huntington University of Health Sciences,6155,6155,NULL,NULL
Sonoran Desert Institute,8490,8490,NULL,NULL
Northwest Suburban College,NULL,NULL,NULL,NULL
Yeshivas Maharit D'Satmar,11500,11500,NULL,NULL
Natural Images Beauty College,NULL,NULL,NULL,NULL
Textures Institute of Cosmetology,NULL,NULL,NULL,NULL
Learning Bridge Career Institute,NULL,NULL,NULL,NULL
PiBerry Institute,NULL,NULL,NULL,NULL
DMost Beauty & Body Institute,NULL,NULL,NULL,NULL
Academy of Cosmetology and Esthetics,NULL,NULL,NULL,NULL
Ea La Mar's Cosmetology & Barber College,NULL,NULL,NULL,NULL
Regina Webb Academy,NULL,NULL,NULL,NULL
DeHart Technical School,NULL,NULL,NULL,NULL
Medical Career & Technical College,NULL,NULL,0.957446809,NULL
Center for Neurosomatic Studies,NULL,NULL,NULL,NULL
Lebanon College of Cosmetology,NULL,NULL,NULL,NULL
Focus Personal Training Institute,NULL,NULL,NULL,NULL
Hair Academy School of Barbering & Beauty,NULL,NULL,NULL,NULL
Fosbre Academy of Hair Design,NULL,NULL,0.950704225,NULL
National Personal Training Institute,NULL,NULL,NULL,NULL
Mission Beauty Institute,NULL,NULL,NULL,NULL
Elim Bible Institute and College,7942,7942,0.944444444,NULL
Beth Medrash of Asbury Park,9350,9350,0.866666667,NULL
Hope College of Arts and Sciences,NULL,NULL,NULL,NULL
Ferrara's Beauty School,NULL,NULL,NULL,NULL
Yeshiva Gedolah Shaarei Shmuel,7700,7700,0.36,NULL
Premier Barber Institute,NULL,NULL,NULL,NULL
International Beauty Education Center,NULL,NULL,NULL,NULL
Claremont Lincoln University,NULL,NULL,NULL,NULL
Ultimate Touch Barber College,NULL,NULL,NULL,NULL
Hoss Lee Academy,NULL,NULL,NULL,NULL
Indiana Massage College,NULL,NULL,NULL,NULL
Kenny's Academy of Barbering,NULL,NULL,NULL,NULL
Seattle Film Institute,30240,30240,NULL,NULL
Arkansas Colleges of Health Education,NULL,NULL,NULL,NULL
Indiana Wesleyan University-National & Global,9645,9645,0.720231823,1138
Northeast Lakeview College,2760,13770,NULL,NULL
Radiological Technologies University VT,NULL,NULL,NULL,NULL
U.S. Truck Driver Training School,NULL,NULL,NULL,NULL
South Dade Technical College-South Dade Skills Center Campus,NULL,NULL,NULL,NULL
Wongu University of Oriental Medicine,NULL,NULL,NULL,NULL
Alabama School of Nail Technology & Cosmetology,NULL,NULL,NULL,NULL
International Diving Institute,NULL,NULL,NULL,NULL
Tulsa Technology Center,NULL,NULL,NULL,NULL
Ross Medical Education Center-Elyria,NULL,NULL,NULL,NULL
Ross Medical Education Center-Lafayette,NULL,NULL,NULL,NULL
Ross Medical Education Center-Midland,NULL,NULL,NULL,NULL
Paul Mitchell the School-Webster,NULL,NULL,NULL,NULL
Paul Mitchell the School-Nampa,NULL,NULL,NULL,NULL
Lil Lou's Beauty and Barber College-Portage,NULL,NULL,NULL,NULL
National American University-Westwood Teach-Out Site,NULL,NULL,NULL,NULL
House of Heavilin Beauty College-Academy of Beauty Professionals,NULL,NULL,NULL,NULL
House of Heavilin Beauty College-Academy of Beauty Professionals,NULL,NULL,NULL,NULL
House of Heavilin Beauty College-Academy of Beauty Professionals,NULL,NULL,NULL,NULL
Kenneth Shuler School of Cosmetology-Goose Creek,NULL,NULL,NULL,NULL
Clovis Community College,1304,6944,NULL,NULL
Boca Beauty Academy-Parkland,NULL,NULL,NULL,NULL
American Beauty Academy-West Valley Campus,NULL,NULL,NULL,NULL
Caribbean Aviation Training Institute Inc,11065,11065,NULL,NULL
The College of Health Care Professions-McAllen Campus,NULL,NULL,NULL,NULL
Chamberlain University-North Carolina,19375,19375,0.556291391,NULL
Chamberlain University-California,19375,19375,0.556291391,NULL
Spartan College of Aeronautics and Technology,NULL,NULL,NULL,NULL
Harris School of Business-Danbury,NULL,NULL,NULL,NULL
Institute of Beauty Occupations and Technology Course-San Sebastian,9900,9900,NULL,NULL
Milan Institute-Bakersfield West,NULL,NULL,NULL,NULL
Purdue University Global-Indianapolis,14263,14263,NULL,NULL
Purdue University Global-Milwaukee,14263,14263,NULL,NULL
Pima Medical Institute-Dillon,NULL,NULL,NULL,NULL
Med-Life Institute-Kissimmee,NULL,NULL,0.893617021,NULL
Arthur's Beauty College-Jonesboro,NULL,NULL,NULL,NULL
West Coast University-Center for Graduate Studies,NULL,NULL,0.944444444,NULL
Palm Beach Academy of Health & Beauty-Distinct Health Educational Center,NULL,NULL,NULL,NULL
Piedmont International University,9480,9480,0.36328125,919
National Personal Training Institute-Tampa,NULL,NULL,NULL,NULL
Presbyterian Theological Seminary in America,6860,6860,NULL,NULL
Health Career Institute,22575,22575,0.843283582,NULL
Southern States University,5409,5409,1,NULL
Great Lakes Truck Driving School,NULL,NULL,NULL,NULL
America Evangelical University,5770,5770,NULL,NULL
Gadsden Technical Institute,NULL,NULL,NULL,NULL
Virginia University of Integrative Medicine,NULL,NULL,NULL,NULL
Nashville Film Institute,NULL,NULL,NULL,NULL
Los Angeles Academy of Figurative Art,32093,32093,NULL,NULL
Westcliff University,7020,7020,0.417808219,NULL
World Class Academy of Beauty Careers,NULL,NULL,NULL,NULL
Allied Health Careers Institute,NULL,NULL,NULL,NULL
Sacramento Ultrasound Institute,NULL,NULL,NULL,NULL
Medical Prep Institute of Tampa Bay,NULL,NULL,0.646341463,NULL
Elite Institute of Cosmetology,NULL,NULL,NULL,NULL
Regan Career Institute,NULL,NULL,NULL,NULL
Bolivar Technical College,15869,15869,0.777777778,NULL
Baldy View Regional Occupational Program,NULL,NULL,NULL,NULL
MAK Beauty Institute,NULL,NULL,NULL,NULL
Reformed University,5300,5300,NULL,NULL
Mobile Technical Training,NULL,NULL,NULL,NULL
American Barber Academy,NULL,NULL,NULL,NULL
Master's Barber & Styling College,NULL,NULL,NULL,NULL
Yeshiva Shaar Ephraim,13675,13675,NULL,NULL
California Institute of Arts & Technology,14040,14040,NULL,NULL
Elite Cosmetology Barber & Spa Academy,NULL,NULL,NULL,NULL
Cutting Edge Academy,NULL,NULL,NULL,NULL
Yeshiva Bais Aharon,7430,7430,0.782608696,NULL
Mechon L'hoyroa,8400,8400,NULL,NULL
My Beauty & Barber College,NULL,NULL,NULL,NULL
Elyon College,13220,13220,NULL,NULL
Georgie International Beauty Institute,NULL,NULL,NULL,NULL
C. Alexander School of Cosmetology,NULL,NULL,NULL,NULL
Western Michigan University Homer Stryker M.D. School of Medicine,NULL,NULL,NULL,NULL
Harmony Health Care Institute,NULL,NULL,1,NULL
American Beauty Schools,NULL,NULL,NULL,NULL
Hogan Institute of Cosmetology and Esthetics,NULL,NULL,NULL,NULL
J's Barber College,NULL,NULL,NULL,NULL
Ann Webb Skin Institute,NULL,NULL,NULL,NULL
Apex Academy Hair Skin Nails School of Cosmetology,NULL,NULL,NULL,NULL
The Esthetic Institute,NULL,NULL,NULL,NULL
Kor Beauty Academy,NULL,NULL,NULL,NULL
EduMed Partners,NULL,NULL,NULL,NULL
Massage Institute of Memphis,NULL,NULL,NULL,NULL
Digital Media Institute at InterTech,NULL,NULL,0.666666667,NULL
Yeshiva Ohr Naftoli,9050,9050,1,NULL
Bais Medrash Mayan Hatorah,9450,9450,0.833333333,NULL
Allgood Beauty Institute,NULL,NULL,NULL,NULL
Gwinnett Institute,NULL,NULL,NULL,NULL
Career Quest Learning Center-Mt. Pleasant,NULL,NULL,NULL,NULL
Kansas City University of Medicine and Biosciences-Joplin,NULL,NULL,NULL,NULL
Manuel and Theresa's School of Hair Design,NULL,NULL,NULL,NULL
L Makeup Institute,NULL,NULL,NULL,NULL
Peloton College,12900,12900,NULL,NULL
Purdue University Global-St. Louis,14263,14263,NULL,NULL
Purdue University Northwest,7582,17129,0.346711799,1082
Ross Medical Education Center - Kalamazoo,NULL,NULL,NULL,NULL
Ross College-Canton,NULL,NULL,NULL,NULL
Ross Medical Education Center-Grand Rapids North,NULL,NULL,NULL,NULL
East-West University,21450,21450,0.406942393,910
American Institute-Somerset,NULL,NULL,NULL,NULL
Platt College-Anaheim,13794,13794,NULL,NULL
Bull City Durham Beauty and Barber College,NULL,NULL,NULL,NULL
Fortis College-Cutler Bay,15669,15669,NULL,NULL
Yeshiva Kollel Tifereth Elizer,12200,12200,0.933333333,NULL
Unitech Training Academy-Baton Rouge,NULL,NULL,NULL,NULL
National American University-Garden City,15000,15000,NULL,NULL
National American University-Watertown,15000,15000,NULL,NULL
National American University-Career Point College Teachout Site,NULL,NULL,NULL,NULL
Empire Beauty School-Tampa,NULL,NULL,NULL,NULL
Empire Beauty School-Lakeland,NULL,NULL,NULL,NULL
Advanced College-Stockton,NULL,NULL,0.8,NULL
Galen College of Nursing-ARH,NULL,NULL,NULL,NULL
The Chicago School of Professional Psychology at San Diego,NULL,NULL,0.362385321,NULL
Unlimited Cosmetology School,NULL,NULL,NULL,NULL
Johnny Matthew's Hairdressing Training School,NULL,NULL,NULL,NULL
University of Wisconsin-Milwaukee Flex,6750,6750,0.724643346,1125
University of Wisconsin-Parkside Flex,NULL,NULL,0.607902736,1045
University of Wisconsin Colleges Flex,6750,6750,0.794601935,1025
